customer_id,age,gender,country,preferred_channel,loyalty_tier,registration_date,last_purchase_days_ago,total_purchases,avg_order_value,email_open_rate,app_sessions_30d,returns_rate,support_tickets_12m,nps_score,omnichannel_flag,preferred_brand,preferred_category,total_revenue,churned
CUST_05982,29,F,Spain,physical_store,Platinum,2025-02-13,260,9,45.65,0.29,54,0.173,0,4.0,1,H&M,Accessories,410.85,0
CUST_05983,54,F,France,email_campaign,Bronze,2026-02-20,210,68,91.27,0.076,8,0.135,5,6.0,1,Massimo Dutti,Bags,6206.36,1
CUST_05984,45,M,Poland,instagram_shop,Bronze,2024-08-15,42,54,51.47,0.287,3,0.051,6,7.0,1,Zara,Footwear,2779.38,0
CUST_05985,37,F,Netherlands,email_campaign,Bronze,2023-12-06,353,50,59.05,0.306,42,0.193,0,3.0,1,Mango,Bags,2952.5,1
CUST_05986,56,M,Brazil,email_campaign,Bronze,2025-07-11,170,70,93.48,0.085,14,0.116,3,2.0,0,H&M,Tops,6543.6,0
CUST_05987,41,F,Germany,mobile_app,Bronze,2023-08-11,259,11,21.91,0.363,35,0.358,2,3.0,0,Zara,Sportswear,241.01,1
CUST_05988,38,F,Netherlands,instagram_shop,Bronze,2024-04-27,337,55,50.12,0.188,30,0.087,4,2.0,0,Zara,Dresses,2756.6,0
CUST_05989,27,NB,Portugal,instagram_shop,Silver,2023-11-29,204,42,25.76,0.253,1,0.279,0,8.0,1,Zara,Bottoms,1081.92,0
CUST_05990,63,F,Spain,ecommerce,Silver,2023-10-11,337,11,72.2,0.336,11,0.003,7,0.0,0,Reserved,Outerwear,794.2,0
CUST_05991,31,M,Netherlands,email_campaign,Gold,2026-02-23,163,72,17.66,0.595,20,0.281,4,4.0,0,Mango,Outerwear,1271.52,0
CUST_05992,54,F,Spain,physical_store,Silver,2024-08-18,105,67,192.45,0.303,47,0.253,7,1.0,1,Massimo Dutti,Bags,12894.15,0
CUST_05993,35,F,Italy,mobile_app,Bronze,2025-03-16,178,2,34.01,0.256,29,0.046,4,4.0,0,H&M,Underwear,68.02,0
CUST_05994,41,M,USA,ecommerce,Bronze,2025-11-30,191,66,41.81,0.06,43,0.163,2,6.0,1,Uniqlo,Jewelry,2759.46,0
CUST_05995,31,F,Brazil,mobile_app,Gold,2026-02-21,124,26,49.81,0.241,49,0.128,4,2.0,1,COS,Footwear,1295.06,0
CUST_05996,51,M,UK,physical_store,Gold,2024-12-18,198,76,25.21,0.065,22,0.114,2,2.0,1,Bershka,Bottoms,1915.96,0
CUST_05997,29,F,USA,ecommerce,Bronze,2023-05-09,99,37,65.75,0.074,10,0.227,5,3.0,0,Zara,Bottoms,2432.75,0
CUST_05998,39,F,Netherlands,mobile_app,Bronze,2024-05-20,6,36,132.62,0.327,35,0.123,2,10.0,1,Uniqlo,Outerwear,4774.32,0
CUST_05999,23,F,Portugal,physical_store,Gold,2023-12-16,288,16,41.93,0.262,24,0.351,4,3.0,1,Zara,Bottoms,670.88,1
CUST_06000,53,F,Poland,loyalty_program,Bronze,2024-05-05,267,78,38.88,0.269,6,0.565,3,6.0,1,Pull&Bear,Jewelry,3032.64,1
CUST_06001,62,F,Brazil,ecommerce,Bronze,2024-06-08,43,66,91.38,0.084,49,0.248,6,1.0,0,Reserved,Footwear,6031.08,0
CUST_06002,53,F,UK,physical_store,Gold,2023-07-17,295,21,87.02,0.118,7,0.097,1,7.0,1,COS,Underwear,1827.42,0
CUST_06003,39,F,Italy,ecommerce,Gold,2023-10-09,141,7,60.31,0.034,56,0.089,2,9.0,0,Zara,Footwear,422.17,0
CUST_06004,31,F,Poland,instagram_shop,Silver,2023-09-13,269,11,144.57,0.345,21,0.197,1,6.0,1,Mango,Footwear,1590.27,0
CUST_06005,33,M,Germany,instagram_shop,Bronze,2024-07-24,39,56,75.98,0.311,35,0.152,3,5.0,1,Mango,Tops,4254.88,0
CUST_06006,53,F,Spain,mobile_app,Silver,2025-07-11,162,44,225.7,0.385,37,0.095,3,4.0,1,Stradivarius,Jewelry,9930.8,0
CUST_06007,42,M,USA,email_campaign,Silver,2024-07-19,195,54,42.85,0.268,2,0.188,1,6.0,1,Reserved,Jewelry,2313.9,1
CUST_06008,49,F,Poland,loyalty_program,Silver,2025-04-21,324,57,21.89,0.206,13,0.404,3,8.0,0,Mango,Underwear,1247.73,0
CUST_06009,50,F,Spain,email_campaign,Bronze,2024-10-22,104,58,166.15,0.13,26,0.12,6,1.0,1,Reserved,Tops,9636.7,0
CUST_06010,62,M,UK,physical_store,Platinum,2024-12-29,245,37,13.32,0.131,35,0.192,4,10.0,1,Uniqlo,Accessories,492.84,0
CUST_06011,53,F,Italy,ecommerce,Bronze,2023-07-21,65,48,27.78,0.081,25,0.05,3,5.0,1,Pull&Bear,Tops,1333.44,0
CUST_06012,37,F,UK,instagram_shop,Bronze,2024-03-07,201,62,24.84,0.544,6,0.392,1,1.0,0,Bershka,Jewelry,1540.08,1
CUST_06013,35,F,Italy,email_campaign,Bronze,2024-08-25,242,39,57.33,0.112,36,0.014,6,2.0,1,H&M,Footwear,2235.87,0
CUST_06014,55,F,Italy,instagram_shop,Silver,2026-01-01,7,64,51.33,0.307,54,0.096,4,8.0,1,Stradivarius,Accessories,3285.12,0
CUST_06015,20,F,France,loyalty_program,Silver,2025-06-08,219,68,144.08,0.398,43,0.152,6,5.0,1,Massimo Dutti,Bottoms,9797.44,1
CUST_06016,40,NB,France,physical_store,Silver,2024-04-14,3,68,57.58,0.089,7,0.366,1,5.0,0,H&M,Bags,3915.44,0
CUST_06017,49,F,Brazil,loyalty_program,Bronze,2024-09-02,342,27,34.49,0.389,39,0.095,1,10.0,0,Mango,Bags,931.23,1
CUST_06018,62,M,France,loyalty_program,Gold,2023-09-17,305,70,43.61,0.561,59,0.274,2,10.0,0,Zara,Footwear,3052.7,0
CUST_06019,33,M,France,physical_store,Bronze,2025-05-02,314,60,25.77,0.27,58,0.153,3,5.0,1,Stradivarius,Bags,1546.2,1
CUST_06020,22,F,Spain,ecommerce,Bronze,2025-05-13,284,44,92.62,0.301,51,0.681,5,1.0,0,Stradivarius,Dresses,4075.28,1
CUST_06021,21,F,Netherlands,loyalty_program,Silver,2024-08-31,22,30,179.5,0.022,3,0.243,0,5.0,0,Uniqlo,Tops,5385.0,0
CUST_06022,38,M,USA,email_campaign,Bronze,2025-03-30,94,58,64.53,0.224,42,0.15,3,4.0,1,H&M,Bottoms,3742.74,0
CUST_06023,57,M,USA,physical_store,Silver,2025-04-13,357,36,53.83,0.143,50,0.248,0,6.0,1,Stradivarius,Bottoms,1937.88,1
CUST_06024,31,F,Germany,physical_store,Bronze,2025-05-28,71,5,79.25,0.051,1,0.406,5,2.0,0,Reserved,Sportswear,396.25,0
CUST_06025,56,F,Portugal,instagram_shop,Bronze,2025-05-12,222,19,37.94,0.337,16,0.087,5,4.0,0,Uniqlo,Dresses,720.86,1
CUST_06026,48,F,Italy,mobile_app,Bronze,2024-12-06,13,12,48.77,0.126,51,0.348,0,0.0,0,Massimo Dutti,Underwear,585.24,0
CUST_06027,31,F,UK,loyalty_program,Bronze,2025-08-11,5,60,47.82,0.474,52,0.13,3,9.0,0,Mango,Accessories,2869.2,0
CUST_06028,23,F,Spain,email_campaign,Bronze,2026-01-13,22,11,95.93,0.077,20,0.348,3,2.0,0,H&M,Accessories,1055.23,0
CUST_06029,29,M,Italy,ecommerce,Bronze,2024-06-28,309,53,40.09,0.121,35,0.014,0,1.0,1,Bershka,Accessories,2124.77,1
CUST_06030,33,F,Portugal,loyalty_program,Silver,2025-07-22,295,20,10.03,0.338,19,0.095,6,4.0,1,COS,Footwear,200.6,0
CUST_06031,34,M,France,ecommerce,Bronze,2023-10-18,37,73,22.05,0.7,29,0.261,6,8.0,0,Zara,Underwear,1609.65,0
CUST_06032,62,M,Germany,instagram_shop,Silver,2024-10-21,31,27,345.8,0.292,47,0.036,7,7.0,0,Bershka,Jewelry,9336.6,0
CUST_06033,40,F,France,loyalty_program,Silver,2024-03-11,62,58,47.91,0.274,42,0.154,0,8.0,1,Massimo Dutti,Tops,2778.78,0
CUST_06034,31,F,Italy,ecommerce,Gold,2025-03-26,221,5,81.5,0.034,1,0.082,5,1.0,0,Mango,Accessories,407.5,1
CUST_06035,24,M,Germany,loyalty_program,Gold,2025-02-11,359,74,51.1,0.21,14,0.259,5,10.0,0,Zara,Sportswear,3781.4,1
CUST_06036,63,M,Portugal,physical_store,Bronze,2026-01-26,81,9,51.44,0.758,39,0.181,5,3.0,1,Mango,Dresses,462.96,0
CUST_06037,49,M,UK,loyalty_program,Bronze,2024-06-27,233,77,22.34,0.087,1,0.152,0,7.0,0,H&M,Accessories,1720.18,1
CUST_06038,32,F,UK,email_campaign,Silver,2024-05-03,6,32,213.35,0.428,26,0.086,7,1.0,1,Uniqlo,Bags,6827.2,1
CUST_06039,61,F,Brazil,loyalty_program,Silver,2025-06-09,105,72,30.02,0.196,20,0.186,6,2.0,0,Massimo Dutti,Outerwear,2161.44,0
CUST_06040,34,F,Poland,ecommerce,Bronze,2024-03-05,337,54,29.46,0.224,24,0.066,3,8.0,0,Mango,Footwear,1590.84,0
CUST_06041,58,F,Poland,email_campaign,Silver,2023-10-02,162,45,74.15,0.147,28,0.194,3,2.0,0,Reserved,Accessories,3336.75,1
CUST_06042,64,M,UK,ecommerce,Silver,2025-05-10,343,27,138.67,0.302,4,0.063,7,2.0,1,Uniqlo,Bags,3744.09,1
CUST_06043,61,F,Poland,mobile_app,Silver,2024-07-29,52,28,43.86,0.077,0,0.093,1,1.0,1,Mango,Dresses,1228.08,0
CUST_06044,51,M,USA,mobile_app,Silver,2025-08-02,158,18,12.2,0.266,24,0.188,0,9.0,1,Massimo Dutti,Accessories,219.6,0
CUST_06045,22,F,Netherlands,email_campaign,Bronze,2026-02-15,13,31,12.51,0.515,41,0.233,3,2.0,0,Massimo Dutti,Underwear,387.81,0
CUST_06046,62,M,Portugal,mobile_app,Bronze,2023-12-31,186,41,188.02,0.233,24,0.17,4,9.0,0,Uniqlo,Jewelry,7708.82,1
CUST_06047,44,NB,Netherlands,mobile_app,Bronze,2023-06-20,222,34,57.89,0.166,47,0.129,1,3.0,1,Uniqlo,Accessories,1968.26,0
CUST_06048,40,F,Poland,physical_store,Bronze,2025-06-14,241,7,158.06,0.303,10,0.209,6,8.0,0,Massimo Dutti,Bags,1106.42,0
CUST_06049,57,M,France,ecommerce,Gold,2023-09-12,309,5,65.9,0.077,32,0.172,1,2.0,0,Mango,Accessories,329.5,1
CUST_06050,31,F,Brazil,mobile_app,Bronze,2024-06-21,148,21,27.61,0.513,44,0.032,7,2.0,0,Stradivarius,Jewelry,579.81,0
CUST_06051,32,F,Poland,email_campaign,Bronze,2025-05-23,55,6,74.58,0.118,18,0.173,5,8.0,1,H&M,Dresses,447.48,0
CUST_06052,60,M,Spain,physical_store,Bronze,2026-03-30,59,45,67.65,0.492,40,0.266,2,1.0,1,Massimo Dutti,Bags,3044.25,0
CUST_06053,50,M,Italy,mobile_app,Silver,2023-06-03,198,35,81.41,0.512,17,0.312,5,6.0,0,Massimo Dutti,Tops,2849.35,0
CUST_06054,48,F,Germany,loyalty_program,Silver,2024-05-29,98,3,58.33,0.597,49,0.208,1,4.0,0,Bershka,Accessories,174.99,0
CUST_06055,52,F,France,email_campaign,Silver,2024-08-10,156,33,37.2,0.671,6,0.11,2,8.0,0,Massimo Dutti,Footwear,1227.6,0
CUST_06056,34,M,Italy,ecommerce,Gold,2023-08-11,250,38,136.56,0.04,22,0.117,6,9.0,0,H&M,Sportswear,5189.28,1
CUST_06057,45,M,USA,loyalty_program,Bronze,2024-08-22,180,16,51.9,0.192,3,0.221,1,8.0,0,Bershka,Jewelry,830.4,0
CUST_06058,36,F,Brazil,mobile_app,Bronze,2025-06-10,74,71,65.93,0.257,20,0.076,6,2.0,1,Stradivarius,Bags,4681.03,0
CUST_06059,63,M,Spain,email_campaign,Silver,2023-10-15,61,8,24.94,0.275,40,0.021,4,9.0,1,Massimo Dutti,Bottoms,199.52,1
CUST_06060,40,F,USA,loyalty_program,Gold,2024-05-14,45,3,22.99,0.176,12,0.12,3,9.0,1,Uniqlo,Sportswear,68.97,0
CUST_06061,49,F,USA,email_campaign,Bronze,2025-08-20,135,69,28.65,0.416,26,0.149,5,8.0,1,Reserved,Footwear,1976.85,0
CUST_06062,57,F,USA,instagram_shop,Bronze,2023-08-01,210,19,22.93,0.185,5,0.026,5,4.0,0,Zara,Jewelry,435.67,1
CUST_06063,30,F,UK,loyalty_program,Silver,2026-01-15,86,7,9.71,0.242,12,0.1,6,1.0,0,Mango,Dresses,67.97,1
CUST_06064,37,M,Italy,email_campaign,Bronze,2025-06-26,270,50,33.09,0.303,17,0.369,5,9.0,0,H&M,Jewelry,1654.5,1
CUST_06065,52,F,Germany,loyalty_program,Bronze,2025-08-11,292,6,184.7,0.123,26,0.203,1,0.0,1,Zara,Dresses,1108.2,0
CUST_06066,22,NB,Netherlands,instagram_shop,Gold,2024-07-16,264,5,38.97,0.189,22,0.201,5,10.0,0,Massimo Dutti,Bags,194.85,1
CUST_06067,26,F,Spain,ecommerce,Bronze,2026-02-16,268,61,19.9,0.2,45,0.037,1,4.0,0,Reserved,Sportswear,1213.9,0
CUST_06068,46,M,Netherlands,ecommerce,Silver,2024-01-06,225,58,96.32,0.125,57,0.053,2,6.0,0,Reserved,Bags,5586.56,1
CUST_06069,23,M,Spain,physical_store,Bronze,2025-01-11,216,22,49.69,0.576,45,0.072,3,9.0,1,Stradivarius,Sportswear,1093.18,1
CUST_06070,42,M,Portugal,loyalty_program,Bronze,2023-10-07,362,57,40.45,0.14,30,0.127,0,7.0,0,Zara,Underwear,2305.65,0
CUST_06071,48,F,UK,instagram_shop,Silver,2024-04-06,231,75,20.88,0.066,20,0.11,4,1.0,1,H&M,Sportswear,1566.0,0
CUST_06072,39,F,Spain,email_campaign,Bronze,2025-09-30,190,32,54.91,0.327,24,0.099,0,3.0,1,Reserved,Bottoms,1757.12,1
CUST_06073,19,M,Poland,physical_store,Silver,2024-06-08,142,17,56.13,0.054,44,0.128,7,4.0,0,Zara,Dresses,954.21,0
CUST_06074,62,M,Poland,loyalty_program,Bronze,2025-12-16,177,58,69.73,0.133,42,0.206,6,8.0,1,Pull&Bear,Sportswear,4044.34,0
CUST_06075,22,F,Portugal,physical_store,Bronze,2025-03-04,51,41,57.92,0.184,15,0.19,6,1.0,0,Mango,Bottoms,2374.72,1
CUST_06076,44,M,Germany,loyalty_program,Bronze,2025-01-08,190,22,48.73,0.269,49,0.11,0,0.0,1,Massimo Dutti,Bottoms,1072.06,1
CUST_06077,42,F,Brazil,ecommerce,Gold,2024-09-15,5,42,54.67,0.251,15,0.066,4,3.0,0,Pull&Bear,Bottoms,2296.14,1
CUST_06078,25,F,UK,email_campaign,Bronze,2025-03-03,211,79,50.0,0.273,38,0.004,2,6.0,1,Bershka,Tops,3950.0,1
CUST_06079,18,M,USA,instagram_shop,Bronze,2026-02-20,195,8,16.77,0.317,20,0.24,3,7.0,1,Uniqlo,Underwear,134.16,0
CUST_06080,37,F,Italy,ecommerce,Bronze,2025-10-18,1,46,261.63,0.215,48,0.264,4,9.0,0,Massimo Dutti,Tops,12034.98,0
CUST_06081,61,M,France,physical_store,Silver,2023-10-08,104,48,88.32,0.348,32,0.094,0,2.0,0,Reserved,Sportswear,4239.36,0
CUST_06082,40,F,UK,mobile_app,Bronze,2025-10-11,361,3,61.28,0.275,27,0.069,2,6.0,1,Zara,Tops,183.84,0
CUST_06083,49,F,Portugal,physical_store,Gold,2023-05-25,101,77,45.38,0.296,29,0.097,3,1.0,1,Stradivarius,Tops,3494.26,0
CUST_06084,28,F,Poland,mobile_app,Platinum,2024-01-21,128,30,47.68,0.435,0,0.173,7,7.0,0,Zara,Footwear,1430.4,1
CUST_06085,56,F,Italy,loyalty_program,Bronze,2025-03-05,353,28,68.93,0.351,4,0.106,7,5.0,0,Stradivarius,Dresses,1930.04,1
CUST_06086,64,M,Spain,ecommerce,Bronze,2023-07-08,305,73,167.74,0.226,32,0.055,1,5.0,1,Pull&Bear,Tops,12245.02,1
CUST_06087,41,F,Germany,loyalty_program,Gold,2024-06-26,249,76,31.49,0.285,56,0.077,3,10.0,0,Mango,Footwear,2393.24,0
CUST_06088,28,F,Germany,instagram_shop,Bronze,2023-05-26,351,25,67.86,0.173,10,0.027,7,7.0,0,H&M,Bottoms,1696.5,1
CUST_06089,46,F,Brazil,email_campaign,Gold,2025-12-14,291,37,14.96,0.144,56,0.18,5,8.0,1,Mango,Sportswear,553.52,0
CUST_06090,43,F,Brazil,mobile_app,Bronze,2024-03-29,269,51,104.61,0.343,7,0.117,5,7.0,1,Zara,Outerwear,5335.11,1
CUST_06091,33,M,UK,email_campaign,Bronze,2024-01-14,38,39,71.82,0.17,30,0.248,2,6.0,0,Uniqlo,Outerwear,2800.98,0
CUST_06092,52,F,France,loyalty_program,Platinum,2025-06-09,334,72,50.29,0.087,20,0.082,3,8.0,0,Bershka,Footwear,3620.88,0
CUST_06093,37,M,Portugal,ecommerce,Bronze,2023-11-14,250,67,9.67,0.176,24,0.169,0,2.0,0,H&M,Underwear,647.89,1
CUST_06094,63,M,Italy,ecommerce,Bronze,2024-03-11,221,1,34.52,0.163,17,0.162,6,0.0,1,Massimo Dutti,Dresses,34.52,1
CUST_06095,20,M,Poland,loyalty_program,Silver,2024-02-07,63,38,25.75,0.186,11,0.029,1,9.0,1,Stradivarius,Outerwear,978.5,0
CUST_06096,18,M,Portugal,loyalty_program,Gold,2024-03-05,253,52,26.28,0.076,11,0.105,7,3.0,0,Stradivarius,Jewelry,1366.56,1
CUST_06097,64,F,Portugal,ecommerce,Bronze,2026-03-14,265,63,12.36,0.453,34,0.077,5,4.0,0,Mango,Bottoms,778.68,1
CUST_06098,18,F,Netherlands,instagram_shop,Gold,2024-09-02,164,52,40.75,0.44,28,0.01,3,4.0,1,Stradivarius,Tops,2119.0,0
CUST_06099,34,M,Netherlands,mobile_app,Silver,2024-05-01,23,60,234.4,0.287,13,0.048,3,6.0,1,Bershka,Tops,14064.0,1
CUST_06100,19,M,Spain,email_campaign,Platinum,2024-04-18,79,13,96.28,0.362,12,0.129,0,0.0,1,Massimo Dutti,Underwear,1251.64,0
CUST_06101,46,M,France,physical_store,Silver,2024-07-16,118,17,56.96,0.134,18,0.093,5,0.0,0,Pull&Bear,Underwear,968.32,0
CUST_06102,37,M,Spain,loyalty_program,Silver,2023-10-08,185,30,84.78,0.112,19,0.346,7,3.0,1,Massimo Dutti,Footwear,2543.4,0
CUST_06103,23,F,Italy,loyalty_program,Gold,2025-10-10,59,38,315.37,0.635,1,0.14,6,5.0,0,Massimo Dutti,Bags,11984.06,0
CUST_06104,25,F,Poland,ecommerce,Bronze,2025-01-21,303,11,24.52,0.104,11,0.047,7,1.0,1,COS,Jewelry,269.72,1
CUST_06105,46,M,Poland,email_campaign,Platinum,2023-10-11,252,27,29.24,0.097,43,0.192,2,5.0,0,Bershka,Dresses,789.48,1
CUST_06106,50,M,Portugal,email_campaign,Bronze,2023-12-08,89,38,36.98,0.184,9,0.119,1,4.0,0,Bershka,Bags,1405.24,0
CUST_06107,20,F,Brazil,instagram_shop,Bronze,2023-10-14,229,28,17.59,0.055,35,0.106,1,1.0,1,Reserved,Sportswear,492.52,0
CUST_06108,52,M,Poland,mobile_app,Silver,2024-08-24,343,26,70.61,0.338,16,0.037,7,1.0,0,Massimo Dutti,Outerwear,1835.86,1
CUST_06109,22,F,Brazil,instagram_shop,Bronze,2025-05-07,331,33,42.71,0.05,6,0.056,1,7.0,0,Zara,Outerwear,1409.43,0
CUST_06110,44,F,Brazil,instagram_shop,Silver,2023-11-21,238,32,89.95,0.213,36,0.2,4,8.0,1,Reserved,Jewelry,2878.4,1
CUST_06111,61,M,Italy,email_campaign,Gold,2023-12-11,292,54,106.26,0.307,35,0.141,4,9.0,0,Mango,Dresses,5738.04,1
CUST_06112,29,M,France,mobile_app,Bronze,2025-06-26,295,25,156.9,0.125,17,0.118,1,2.0,1,Zara,Outerwear,3922.5,1
CUST_06113,37,F,Portugal,mobile_app,Bronze,2025-10-13,321,24,97.36,0.167,12,0.092,4,2.0,1,Massimo Dutti,Sportswear,2336.64,0
CUST_06114,62,F,Poland,mobile_app,Silver,2025-06-17,44,40,40.39,0.095,12,0.127,3,2.0,1,Bershka,Footwear,1615.6,0
CUST_06115,37,F,USA,ecommerce,Gold,2025-02-06,333,27,36.31,0.078,59,0.043,5,4.0,1,Stradivarius,Underwear,980.37,1
CUST_06116,26,M,France,mobile_app,Gold,2024-07-25,80,46,24.74,0.191,39,0.035,3,8.0,1,Stradivarius,Bottoms,1138.04,0
CUST_06117,56,F,Netherlands,email_campaign,Bronze,2023-08-09,174,69,56.67,0.484,11,0.059,1,10.0,0,Reserved,Bags,3910.23,0
CUST_06118,21,M,USA,ecommerce,Platinum,2024-05-21,141,69,72.71,0.254,14,0.033,1,7.0,0,Pull&Bear,Accessories,5016.99,0
CUST_06119,36,M,Italy,physical_store,Bronze,2025-11-23,37,39,16.57,0.6,59,0.268,5,6.0,1,Pull&Bear,Dresses,646.23,1
CUST_06120,55,M,France,loyalty_program,Bronze,2024-02-28,14,29,137.8,0.733,47,0.135,1,6.0,0,Reserved,Tops,3996.2,0
CUST_06121,44,F,Italy,instagram_shop,Bronze,2025-10-08,122,75,55.76,0.423,50,0.17,7,6.0,0,Uniqlo,Tops,4182.0,0
CUST_06122,62,M,France,mobile_app,Bronze,2026-03-25,238,31,40.35,0.151,36,0.017,5,8.0,0,Uniqlo,Bags,1250.85,1
CUST_06123,60,F,Brazil,physical_store,Silver,2023-12-21,55,65,24.24,0.172,2,0.041,4,4.0,0,COS,Underwear,1575.6,0
CUST_06124,30,F,Portugal,mobile_app,Silver,2024-09-25,22,15,168.04,0.221,59,0.073,5,10.0,0,Mango,Jewelry,2520.6,0
CUST_06125,30,F,Poland,instagram_shop,Gold,2023-12-11,340,74,82.01,0.178,9,0.187,6,4.0,1,Reserved,Footwear,6068.74,1
CUST_06126,39,F,UK,email_campaign,Silver,2025-04-14,203,9,108.86,0.196,22,0.072,1,7.0,0,COS,Accessories,979.74,1
CUST_06127,45,M,Germany,email_campaign,Bronze,2023-09-04,346,13,50.06,0.411,3,0.031,0,4.0,0,Zara,Outerwear,650.78,1
CUST_06128,64,F,Portugal,instagram_shop,Silver,2025-07-01,15,45,199.01,0.032,43,0.065,3,1.0,0,H&M,Tops,8955.45,0
CUST_06129,62,F,Brazil,physical_store,Bronze,2025-02-23,30,6,105.51,0.142,24,0.08,3,0.0,1,Mango,Tops,633.06,0
CUST_06130,39,NB,Brazil,ecommerce,Silver,2025-03-23,29,44,157.32,0.353,0,0.074,2,3.0,0,Bershka,Underwear,6922.08,0
CUST_06131,60,F,UK,loyalty_program,Bronze,2024-02-16,252,2,138.52,0.113,4,0.125,5,7.0,1,Stradivarius,Footwear,277.04,1
CUST_06132,36,M,Brazil,loyalty_program,Bronze,2024-08-23,160,29,33.17,0.142,4,0.258,3,7.0,0,H&M,Underwear,961.93,0
CUST_06133,25,F,USA,loyalty_program,Bronze,2023-07-08,117,48,64.39,0.092,46,0.071,3,6.0,1,Uniqlo,Jewelry,3090.72,0
CUST_06134,25,F,Brazil,ecommerce,Gold,2026-01-11,158,12,158.75,0.345,26,0.311,7,5.0,1,COS,Footwear,1905.0,0
CUST_06135,59,M,Netherlands,mobile_app,Silver,2024-07-28,108,67,80.73,0.218,6,0.145,7,2.0,1,Stradivarius,Tops,5408.91,0
CUST_06136,43,F,Poland,instagram_shop,Gold,2024-07-24,115,50,24.77,0.133,48,0.202,7,7.0,0,COS,Accessories,1238.5,0
CUST_06137,43,F,Portugal,instagram_shop,Bronze,2023-07-01,272,11,58.62,0.153,23,0.124,1,2.0,0,Pull&Bear,Footwear,644.82,0
CUST_06138,40,F,Germany,ecommerce,Platinum,2023-09-01,338,5,104.92,0.109,22,0.006,2,0.0,0,Pull&Bear,Jewelry,524.6,1
CUST_06139,60,F,USA,physical_store,Bronze,2025-01-03,176,45,17.0,0.156,7,0.168,0,9.0,1,Stradivarius,Sportswear,765.0,0
CUST_06140,30,F,USA,loyalty_program,Silver,2026-02-12,231,74,25.15,0.573,29,0.226,5,7.0,1,Stradivarius,Outerwear,1861.1,0
CUST_06141,45,F,Germany,instagram_shop,Bronze,2026-04-02,284,47,17.52,0.385,30,0.32,5,1.0,0,Uniqlo,Underwear,823.44,1
CUST_06142,26,F,Brazil,email_campaign,Bronze,2025-05-27,318,6,79.84,0.041,15,0.317,0,5.0,1,H&M,Underwear,479.04,1
CUST_06143,37,M,France,email_campaign,Gold,2024-10-17,250,69,190.09,0.283,27,0.142,1,8.0,1,H&M,Jewelry,13116.21,0
CUST_06144,36,F,USA,instagram_shop,Silver,2024-08-01,56,63,10.77,0.095,0,0.13,1,5.0,0,H&M,Accessories,678.51,0
CUST_06145,56,F,USA,loyalty_program,Gold,2023-08-14,331,67,64.49,0.56,10,0.145,0,3.0,1,H&M,Tops,4320.83,1
CUST_06146,29,F,Portugal,loyalty_program,Bronze,2025-07-27,273,47,32.82,0.333,50,0.155,6,7.0,0,H&M,Footwear,1542.54,1
CUST_06147,32,M,UK,loyalty_program,Silver,2024-08-26,190,34,214.15,0.249,37,0.226,0,0.0,0,H&M,Sportswear,7281.1,1
CUST_06148,48,M,Netherlands,physical_store,Bronze,2023-12-05,21,12,64.99,0.101,22,0.038,1,3.0,0,Zara,Dresses,779.88,0
CUST_06149,31,M,Germany,email_campaign,Bronze,2025-04-05,165,27,108.21,0.224,31,0.274,3,5.0,1,Stradivarius,Underwear,2921.67,0
CUST_06150,28,M,Brazil,physical_store,Gold,2023-07-05,285,69,166.33,0.086,31,0.328,7,3.0,0,Bershka,Dresses,11476.77,1
CUST_06151,43,F,Italy,ecommerce,Silver,2024-11-22,68,68,62.85,0.419,28,0.21,0,10.0,0,Bershka,Bags,4273.8,0
CUST_06152,59,F,Italy,mobile_app,Platinum,2026-02-08,267,28,12.91,0.341,30,0.384,2,2.0,1,H&M,Footwear,361.48,0
CUST_06153,44,F,France,loyalty_program,Bronze,2025-08-06,218,71,49.64,0.182,58,0.245,0,5.0,0,Stradivarius,Outerwear,3524.44,0
CUST_06154,28,M,USA,ecommerce,Platinum,2024-09-17,338,45,64.61,0.34,18,0.066,4,10.0,0,Mango,Jewelry,2907.45,1
CUST_06155,55,F,USA,mobile_app,Silver,2023-07-03,96,2,21.35,0.144,8,0.054,2,7.0,1,Bershka,Outerwear,42.7,0
CUST_06156,51,F,UK,email_campaign,Silver,2025-11-22,188,9,12.06,0.652,31,0.135,3,5.0,0,COS,Underwear,108.54,1
CUST_06157,60,NB,USA,mobile_app,Bronze,2024-03-28,208,79,18.07,0.08,30,0.321,0,0.0,1,COS,Outerwear,1427.53,1
CUST_06158,36,M,Italy,mobile_app,Gold,2023-07-28,74,31,158.34,0.282,4,0.014,6,2.0,1,Mango,Dresses,4908.54,0
CUST_06159,23,F,Germany,instagram_shop,Gold,2023-10-27,364,36,21.45,0.604,22,0.194,1,7.0,1,Stradivarius,Dresses,772.2,1
CUST_06160,63,M,France,mobile_app,Bronze,2024-10-26,162,15,515.55,0.299,45,0.035,5,0.0,1,Uniqlo,Footwear,7733.25,0
CUST_06161,55,F,UK,instagram_shop,Silver,2023-08-07,161,62,171.63,0.503,54,0.217,2,7.0,1,COS,Jewelry,10641.06,1
CUST_06162,59,F,Netherlands,mobile_app,Bronze,2025-08-06,60,31,113.6,0.281,20,0.224,6,6.0,0,Stradivarius,Outerwear,3521.6,0
CUST_06163,45,F,Italy,instagram_shop,Silver,2024-03-04,26,27,15.85,0.409,19,0.24,1,5.0,1,Bershka,Jewelry,427.95,0
